ID,Facility Name,Province,Facility Type,District,sub District
3497,Buxton,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3498,Cokonyane,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3499,Dryharts,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3500,Kgomotso,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3501,Khudutlou,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3502,Kokomeng,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3503,L Majeakgoro,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3504,Leshobo,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3505,Madipelesa Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3506,Magogong,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3507,Mammutla,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3508,Manthe CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Greater Taung LM
3509,Maphoitsile,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3510,Matlapaneng,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3511,Mocweding,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3512,Mokgareng,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3513,Molelema Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3514,Mothanthanyaneng Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3515,nw Maganeng Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3516,nw Picong Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3517,Pudumoe,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Greater Taung LM
3518,Reivilo CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Greater Taung LM
3519,Reivilo Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3520,Taung Gateway,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3521,Taung Hosp,North West,District Hospital,Ruth Segomotsi Mompati DM,Greater Taung LM
3522,Taung Station,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3523,Taung TB OPD Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3524,Tlapeng (Gr Taung),North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3525,Tweelingspan,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3526,Upper Majeakgoro,North West,Clinic,Ruth Segomotsi Mompati DM,Greater Taung LM
3527,Austrey,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3528,Bonabona,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3529,Eckron,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3530,Ganyesa CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Kagisano LM
3531,Ganyesa Hosp,North West,District Hospital,Ruth Segomotsi Mompati DM,Kagisano LM
3532,Kgokgojane,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3533,Kgokgole,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3534,Kokoana,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3535,Kudunkgwane,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3536,Morokwaneng,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3537,Morokweng CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Kagisano LM
3538,Phaposane,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3539,Piet Plessis,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Kagisano LM
3540,Setabeng,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3541,Tlakgameng CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Kagisano LM
3542,Tlapeng (Gany),North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3543,Tseoge,North West,Clinic,Ruth Segomotsi Mompati DM,Kagisano LM
3544,Bloemhof CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3545,Bloemhof Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3546,Boitumelong Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3547,Christiana Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3548,Christiana Hosp,North West,District Hospital,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3549,Coverdale,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3550,Geluksoord,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3551,Utlwanang Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Lekwa-Teemane LM
3552,Amalia,North West,Clinic,Ruth Segomotsi Mompati DM,Mamusa LM
3553,Charon,North West,Clinic,Ruth Segomotsi Mompati DM,Mamusa LM
3554,Glaudina,North West,Clinic,Ruth Segomotsi Mompati DM,Mamusa LM
3555,Ipelegeng,North West,Clinic,Ruth Segomotsi Mompati DM,Mamusa LM
3556,Mamusa CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Mamusa LM
3557,Schweizer-Ren Clinic,North West,Clinic,Ruth Segomotsi Mompati DM,Mamusa LM
3558,Schweizer-Ren Hosp,North West,District Hospital,Ruth Segomotsi Mompati DM,Mamusa LM
3559,Bray CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Molopo LM
3560,Molopo Sick Bay (SANDF),North West,Clinic,Ruth Segomotsi Mompati DM,Molopo LM
3561,Coldridge,North West,Clinic,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3562,Huhudi,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3563,Prime Cure,North West,Clinic,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3564,Stella CHC,North West,Community Health Centre,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3565,Vryburg Gateway,North West,Clinic,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3566,Vryburg Hosp,North West,District Hospital,Ruth Segomotsi Mompati DM,Naledi LM (nw)
3567,Barkly West Hosp,Northern Cape,District Hospital,Frances Baard DM,Dikgatlong LM
3568,Dr. ZK Matthews Hosp,Northern Cape,District Hospital,Frances Baard DM,Dikgatlong LM
3569,De Beershoogte,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3570,Delportshoop,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3571,Gong-Gong,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3572,Longlands,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3573,Mataleng,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3574,Olierivier,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3575,Windsorton,Northern Cape,Clinic,Frances Baard DM,Dikgatlong LM
3576,Ikhutseng,Northern Cape,Clinic,Frances Baard DM,Magareng LM
3577,Pholong,Northern Cape,Clinic,Frances Baard DM,Magareng LM
3578,Warrenton Hosp,Northern Cape,District Hospital,Frances Baard DM,Magareng LM
3579,Warrenvale,Northern Cape,Clinic,Frances Baard DM,Magareng LM
3580,Hartswater Hosp,Northern Cape,District Hospital,Frances Baard DM,Phokwane LM
3581,J Kempdorp Clinic,Northern Cape,Clinic,Frances Baard DM,Phokwane LM
3582,J Kempdorp Hosp,Northern Cape,District Hospital,Frances Baard DM,Phokwane LM
3583,Pampierstad,Northern Cape,Community Health Centre,Frances Baard DM,Phokwane LM
3584,Phokwane Clinic,Northern Cape,Clinic,Frances Baard DM,Phokwane LM
3585,Valspan,Northern Cape,Clinic,Frances Baard DM,Phokwane LM
3586,Beaconsfield,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3587,Betty Gaetsewe,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3588,Dr Torres,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3589,Florianville (Floor),Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3590,Galeshewe Day Hosp,Northern Cape,Community Health Centre,Frances Baard DM,Sol Plaatje LM
3591,Greenpoint,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3592,Kimberley Clinic,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3593,Kimberley Hosp,Northern Cape,Provincial Tertiary Hospital,Frances Baard DM,Sol Plaatje LM
3594,Ma-Doyle Clinic,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3595,Mapule Matsepane,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3596,Masakhane,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3597,Phuthanang Clinic,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3598,Ritchie,Northern Cape,Clinic,Frances Baard DM,Sol Plaatje LM
3599,Deben,Northern Cape,Clinic,JT Gaetsewe DM,Gamagara LM
3600,Dingleton,Northern Cape,Clinic,JT Gaetsewe DM,Gamagara LM
3601,Kathu Clinic,Northern Cape,Clinic,JT Gaetsewe DM,Gamagara LM
3602,Tswalu Clinic,Northern Cape,Clinic,JT Gaetsewe DM,Gamagara LM
3603,U-G Modise CHC,Northern Cape,Community Health Centre,JT Gaetsewe DM,Gamagara LM
3604,Bankhara/Bodulon,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3605,Gamopedi,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3606,Kagiso CHC,Northern Cape,Community Health Centre,JT Gaetsewe DM,Ga-Segonyana LM
3607,Kuruman Clinic,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3608,Kuruman Hosp,Northern Cape,District Hospital,JT Gaetsewe DM,Ga-Segonyana LM
3609,Maruping,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3610,Seoding,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3611,Tshwaragano Gateway,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3612,Tshwaragano Hosp,Northern Cape,District Hospital,JT Gaetsewe DM,Ga-Segonyana LM
3613,Wrenchville,Northern Cape,Clinic,JT Gaetsewe DM,Ga-Segonyana LM
3614,Nchwaning/Glori Mine,Northern Cape,Clinic,JT Gaetsewe DM,Kgalagadi DMA
3615,Van Zylsrus Clinic,Northern Cape,Clinic,JT Gaetsewe DM,Kgalagadi DMA
3616,Bendel,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3617,Bothetheletsa,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3618,Bothithong,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3619,Cassels,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3620,Churchill,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3621,Deerward,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3622,Dithakong,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3623,Ditshipeng,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3624,Gadiboe,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3625,Gasehunelo Wyk 5,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3626,Glen Red,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3627,Heuningvlei,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3628,Kamden,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3629,Laxey,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3630,Logobate,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3631,Loopeng,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3632,Manyeding,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3633,Mecwetsaneng,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3634,Metsimansti Wyk 3,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3635,Padstow,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3636,Penryn,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3637,Perth,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3638,Pietersham,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3639,Rusfontein,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3640,Tsineng,Northern Cape,Clinic,JT Gaetsewe DM,Moshaweng LM
3641,Brandvlei CHC,Northern Cape,Community Health Centre,Namakwa DM,Hantam LM
3642,Calvinia Clinic,Northern Cape,Clinic,Namakwa DM,Hantam LM
3643,Calvinia Hosp,Northern Cape,District Hospital,Namakwa DM,Hantam LM
3644,Loeriesfontein CHC,Northern Cape,Community Health Centre,Namakwa DM,Hantam LM
3645,Loeriesfontein Clin,Northern Cape,Clinic,Namakwa DM,Hantam LM
3646,Niewoudtville Clinic,Northern Cape,Clinic,Namakwa DM,Hantam LM
3647,Garies,Northern Cape,Clinic,Namakwa DM,Kamiesberg LM
3648,Garies Hosp,Northern Cape,District Hospital,Namakwa DM,Kamiesberg LM
3649,Kamieskroon,Northern Cape,Clinic,Namakwa DM,Kamiesberg LM
3650,Kharkams/Garagams,Northern Cape,Clinic,Namakwa DM,Kamiesberg LM
3651,Koiingnaas,Northern Cape,Clinic,Namakwa DM,Kamiesberg LM
3652,Fraserburg CHC,Northern Cape,Community Health Centre,Namakwa DM,Karoo Hoogland LM
3653,Sutherland CHC,Northern Cape,Community Health Centre,Namakwa DM,Karoo Hoogland LM
3654,Williston CHC,Northern Cape,Community Health Centre,Namakwa DM,Karoo Hoogland LM
3655,Aggeneys,Northern Cape,Clinic,Namakwa DM,Khナ-Ma LM
3656,Pella,Northern Cape,Clinic,Namakwa DM,Khナ-Ma LM
3657,Pofadder CHC,Northern Cape,Community Health Centre,Namakwa DM,Khナ-Ma LM
3658,Pofadder Clinic,Northern Cape,Clinic,Namakwa DM,Khナ-Ma LM
3659,Bergsig/M Shapiro,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3660,Concordia,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3661,Kleinzee Hosp,Northern Cape,District Hospital,Namakwa DM,Nama Khoi LM
3662,Komaggas,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3663,Nababeep CHC,Northern Cape,Community Health Centre,Namakwa DM,Nama Khoi LM
3664,Nababeep Clinic,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3665,Nababeep Hosp,Northern Cape,District Hospital,Namakwa DM,Nama Khoi LM
3666,Okiep,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3667,Springbok,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3668,Springbok Hosp,Northern Cape,District Hospital,Namakwa DM,Nama Khoi LM
3669,Steinkopf,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3670,Vioolsdrift Clinic,Northern Cape,Clinic,Namakwa DM,Nama Khoi LM
3671,Alexander Bay CHC,Northern Cape,Community Health Centre,Namakwa DM,Richtersveld LM
3672,Baken/Transhex,Northern Cape,Clinic,Namakwa DM,Richtersveld LM
3673,Port Nolloth CHC,Northern Cape,Community Health Centre,Namakwa DM,Richtersveld LM
3674,Port Nolloth Clinic,Northern Cape,Clinic,Namakwa DM,Richtersveld LM
3675,Blossom,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3676,Britstown Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3677,De Aar Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3678,De Aar Hosp,Northern Cape,District Hospital,Pixley ka Seme DM,Enthanjeni LM
3679,De Aar Town Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3680,Hanover Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3681,Kholekile Edward Twani,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3682,Montana,Northern Cape,Clinic,Pixley ka Seme DM,Enthanjeni LM
3683,Carnarvon,Northern Cape,Clinic,Pixley ka Seme DM,Kareeberg LM
3684,Carnarvon CHC,Northern Cape,District Hospital,Pixley ka Seme DM,Kareeberg LM
3685,Van Wyksvlei Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Kareeberg LM
3686,Vosburg CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Kareeberg LM
3687,Masibanbani Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Renosterberg LM
3688,Petrusville Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Renosterberg LM
3689,Bongani,Northern Cape,Clinic,Pixley ka Seme DM,Siyancuma LM
3690,Breipaal,Northern Cape,Clinic,Pixley ka Seme DM,Siyancuma LM
3691,Campbell Sat,Northern Cape,Clinic,Pixley ka Seme DM,Siyancuma LM
3692,Douglas Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Siyancuma LM
3693,Douglas Hosp,Northern Cape,District Hospital,Pixley ka Seme DM,Siyancuma LM
3694,Griekwastad CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Siyancuma LM
3695,Ethembemi,Northern Cape,Clinic,Pixley ka Seme DM,Siyathemba LM
3696,Marydale Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Siyathemba LM
3697,Niekerkshoop Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Siyathemba LM
3698,Prieska Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Siyathemba LM
3699,Prieska Hosp,Northern Cape,District Hospital,Pixley ka Seme DM,Siyathemba LM
3700,Hopetown CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Thembelihle LM
3701,Hopetown Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Thembelihle LM
3702,Orania,Northern Cape,Clinic,Pixley ka Seme DM,Thembelihle LM
3703,Strydenburg,Northern Cape,Clinic,Pixley ka Seme DM,Thembelihle LM
3704,Loxton Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Ubuntu LM
3705,Richmond CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Ubuntu LM
3706,Richmond Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Ubuntu LM
3707,Victoria West,Northern Cape,Clinic,Pixley ka Seme DM,Ubuntu LM
3708,Victoria West CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Ubuntu LM
3709,Colesberg Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3710,Eurekaville Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3711,Kuyasa,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3712,Lowryville,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3713,Manne Dipico Hosp,Northern Cape,District Hospital,Pixley ka Seme DM,Umsobomvu LM
3714,Nanqo Simon Zono Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3715,Norvalspont,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3716,Noupoort CHC,Northern Cape,Community Health Centre,Pixley ka Seme DM,Umsobomvu LM
3717,Noupoort Clinic,Northern Cape,Clinic,Pixley ka Seme DM,Umsobomvu LM
3718,8 SAI (SANDF),Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3719,Drs Barnard Surgery,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3720,Gordonia Hosp,Northern Cape,Regional Hospital,Siyanda DM,!Khara Hais LM
3721,Lingelethu,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3722,Louisvaleweg Clinic,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3723,Progress,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3724,Sarah Strauss,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3725,Swartkop,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3726,Upington Clinic,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3727,Upington PPASA,Northern Cape,Clinic,Siyanda DM,!Khara Hais LM
3728,Boegoeberg,Northern Cape,Clinic,Siyanda DM,!Kheis LM
3729,Groblershoop,Northern Cape,Community Health Centre,Siyanda DM,!Kheis LM
3730,Augrabies Sat,Northern Cape,Clinic,Siyanda DM,Kai !Garib LM
3731,Kakamas Clinic,Northern Cape,Clinic,Siyanda DM,Kai !Garib LM
3732,Kakamas Hosp,Northern Cape,District Hospital,Siyanda DM,Kai !Garib LM
3733,Keimoes,Northern Cape,Clinic,Siyanda DM,Kai !Garib LM
3734,Keimoes Hosp,Northern Cape,District Hospital,Siyanda DM,Kai !Garib LM
3735,Kenhardt CHC,Northern Cape,Community Health Centre,Siyanda DM,Kai !Garib LM
3736,Kenhardt Clinic,Northern Cape,Clinic,Siyanda DM,Kai !Garib LM
3737,Danielskuil CHC,Northern Cape,Community Health Centre,Siyanda DM,Kgatelopele LM
3738,Askham,Northern Cape,Community Health Centre,Siyanda DM,Mier LM
3739,Rietfontein,Northern Cape,Community Health Centre,Siyanda DM,Mier LM
3740,Beeshoek Mine,Northern Cape,Clinic,Siyanda DM,Tsantsabane LM
3741,Jenn Haven,Northern Cape,Clinic,Siyanda DM,Tsantsabane LM
3742,Lohatla AMHU,Northern Cape,Clinic,Siyanda DM,Tsantsabane LM
3743,Olifantshoek CHC,Northern Cape,Community Health Centre,Siyanda DM,Tsantsabane LM
3744,Olifantshoek Clinic,Northern Cape,Clinic,Siyanda DM,Tsantsabane LM
3745,Postmasburg Clinic,Northern Cape,Clinic,Siyanda DM,Tsantsabane LM
3746,Postmasburg Hosp,Northern Cape,District Hospital,Siyanda DM,Tsantsabane LM
3747,Blue Downs,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3748,Boland Bank,Western Cape,Community Health Centre,Cape Town Metro Municipality,CT Eastern SD
3749,Cape Country,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3750,Dennemere,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3751,Eerste River Hosp,Western Cape,District Hospital,Cape Town Metro Municipality,CT Eastern SD
3752,Fagan Street,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3753,Gordon's Bay,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3754,Gustrouw CHC,Western Cape,Community Health Centre,Cape Town Metro Municipality,CT Eastern SD
3755,Helderberg Hosp,Western Cape,Regional Hospital,Cape Town Metro Municipality,CT Eastern SD
3756,Helderberg Hosp (Prv),Western Cape,Regional Hospital,Cape Town Metro Municipality,CT Eastern SD
3757,Hillcrest (Kuils),Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3758,Ikwezi Clinic,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3759,Kleinvlei CHC,Western Cape,Community Health Centre,Cape Town Metro Municipality,CT Eastern SD
3760,Kleinvlei Clinic,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3761,Kuilsriver,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3762,Lwandle,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3763,Macassar CHC,Western Cape,Community Health Centre,Cape Town Metro Municipality,CT Eastern SD
3764,Macassar Clinic,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3765,Malibu,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3766,Mfuleni CHC,Western Cape,Community Health Centre,Cape Town Metro Municipality,CT Eastern SD
3767,Mfuleni Clinic,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3768,Russel's Rest,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3769,Sarepta,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3770,Sir Lowry's Pass,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3771,Somerset West,Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3772,Wesbank (Oos),Western Cape,Clinic,Cape Town Metro Municipality,CT Eastern SD
3773,Khayelitsha Hosp,Western Cape,District Hospital,Cape Town Metro Municipality,CT Khayelitsha SD
3774,Khayelitsha Male Clinic,Western Cape,Clinic,Cape Town Metro Municipality,CT Khayelitsha SD
